iter,res_pri,res_dual,gap,x_nrm_inf,y_nrm_inf,s_nrm_inf,x_nrm_2,y_nrm_2,s_nrm_2,x_nrm_inf_normalized,y_nrm_inf_normalized,s_nrm_inf_normalized,x_nrm_2_normalized,y_nrm_2_normalized,s_nrm_2_normalized,ax_s_btau_nrm_inf,px_aty_ctau_nrm_inf,ax_s_btau_nrm_2,px_aty_ctau_nrm_2,res_infeas,res_unbdd_a,res_unbdd_p,pobj,dobj,tau,kap,res_pri_normalized,res_dual_normalized,gap_normalized,ax_s_btau_nrm_inf_normalized,px_aty_ctau_nrm_inf_normalized,ax_s_btau_nrm_2_normalized,px_aty_ctau_nrm_2_normalized,res_infeas_normalized,res_unbdd_a_normalized,res_unbdd_p_normalized,pobj_normalized,dobj_normalized,tau_normalized,kap_normalized,ax_nrm_inf,px_nrm_inf,aty_nrm_inf,b_nrm_inf,c_nrm_inf,scale,diff_u_ut_nrm_2,diff_v_v_prev_nrm_2,diff_u_ut_nrm_inf,diff_v_v_prev_nrm_inf,aa_norm,accepted_accel_steps,rejected_accel_steps,time,
45,9.8410420821690232e-08,5.1484741283801372e-02,1.3254692405116883e-01,1.7958195301081599e+00,2.2204460492503131e-16,1.7959973514665364e+01,1.7958204104980640e+00,2.2204460492503131e-16,1.8063008678986684e+01,1.7958195301081599e+00,2.2204460492503131e-16,1.7959973514665364e+01,1.7958204104980640e+00,2.2204460492503131e-16,1.8063008678986684e+01,6.8652323492734979e-08,3.5916390602165421e-02,7.6759723515148638e-08,3.6092039123045212e-02,nan,nan,nan,6.6273462025584415e-02,-6.6273462025584415e-02,6.9761233535548106e-01,0.0000000000000000e+00,9.8410420821690232e-08,5.1484741283801372e-02,1.3254692405116883e-01,6.8652323492734979e-08,3.5916390602165421e-02,7.6759723515148638e-08,3.6092039123045212e-02,nan,nan,nan,6.6273462025584415e-02,-6.6273462025584415e-02,6.9761233535548106e-01,0.0000000000000000e+00,1.7959973514663549e+01,3.5916390602163201e-02,2.2204460492503131e-15,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,1.0638103496740865e-02,1.5957155245111262e-02,9.3158505634822752e-03,1.3973775845223413e-02,0.0000000000000000e+00,0,0,9.4135859999999998e-03,
46,4.8271009993438769e-08,5.0357551575130714e-02,1.2680658211832144e-01,1.7929721422944174e+00,0.0000000000000000e+00,1.7931496821818147e+01,1.7929730212931252e+00,0.0000000000000000e+00,1.8034977464671464e+01,1.7929721422944174e+00,0.0000000000000000e+00,1.7931496821818147e+01,1.7929730212931252e+00,0.0000000000000000e+00,1.8034977464671464e+01,3.4373623614136761e-08,3.5859442845888351e-02,3.8432928606573840e-08,3.6034813803838286e-02,nan,nan,nan,6.3403291059160719e-02,-6.3403291059160719e-02,7.1209663147319668e-01,0.0000000000000000e+00,4.8271009993438769e-08,5.0357551575130714e-02,1.2680658211832144e-01,3.4373623614136761e-08,3.5859442845888351e-02,3.8432928606573840e-08,3.6034813803838286e-02,nan,nan,nan,6.3403291059160719e-02,-6.3403291059160719e-02,7.1209663147319668e-01,0.0000000000000000e+00,1.7931496821819056e+01,3.5859442845888351e-02,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,1.0436830313088083e-02,1.5655245469632199e-02,9.0920467291031315e-03,1.3638070093654697e-02,0.0000000000000000e+00,0,0,9.5829579999999991e-03,
47,2.3696515520217346e-08,4.9295069155637382e-02,1.2151210513761099e-01,1.7901210497216411e+00,0.0000000000000000e+00,1.7902983070536965e+01,1.7901219273202273e+00,0.0000000000000000e+00,1.8006910720718547e+01,1.7901210497216411e+00,0.0000000000000000e+00,1.7902983070536965e+01,1.7901219273202273e+00,0.0000000000000000e+00,1.8006910720718547e+01,1.7210496694453070e-08,3.5802420994432822e-02,1.9242946240090604e-08,3.5977512612228736e-02,nan,nan,nan,6.0756052568805494e-02,-6.0756052568805494e-02,7.2628807723943434e-01,0.0000000000000000e+00,2.3696515520217346e-08,4.9295069155637382e-02,1.2151210513761099e-01,1.7210496694453070e-08,3.5802420994432822e-02,1.9242946240090604e-08,3.5977512612228736e-02,nan,nan,nan,6.0756052568805494e-02,-6.0756052568805494e-02,7.2628807723943434e-01,0.0000000000000000e+00,1.7902983070536507e+01,3.5802420994432822e-02,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,1.0247888934474907e-02,1.5371833401712448e-02,8.8812066412312651e-03,1.3321809961846953e-02,0.0000000000000000e+00,0,0,9.8112829999999988e-03,
48,1.1641490201908563e-08,4.8291240210107542e-02,1.1661362680753948e-01,1.7872663155740434e+00,0.0000000000000000e+00,1.7874432903523328e+01,1.7872671917743110e+00,0.0000000000000000e+00,1.7978809089808991e+01,1.7872663155740434e+00,0.0000000000000000e+00,1.7874432903523328e+01,1.7872671917743110e+00,0.0000000000000000e+00,1.7978809089808991e+01,8.6170672819463334e-09,3.5745326311480870e-02,9.6346877984095183e-09,3.5920138947082937e-02,nan,nan,nan,5.8306813403769739e-02,-5.8306813403769739e-02,7.4020311253052551e-01,0.0000000000000000e+00,1.1641490201908563e-08,4.8291240210107542e-02,1.1661362680753948e-01,8.6170672819463334e-09,3.5745326311480870e-02,9.6346877984095183e-09,3.5920138947082937e-02,nan,nan,nan,5.8306813403769739e-02,-5.8306813403769739e-02,7.4020311253052551e-01,0.0000000000000000e+00,1.7874432903523559e+01,3.5745326311480870e-02,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,1.0070072757758161e-02,1.5105109136637282e-02,8.6820933643738663e-03,1.3023140046560799e-02,0.0000000000000000e+00,0,0,1.0107263000000000e-02,
49,5.7231460844759611e-09,4.7340776852907586e-02,1.1206844479231574e-01,1.7844080042284267e+00,2.2204460492503131e-16,1.7845846959161587e+01,1.7844088790268131e+00,2.2204460492503131e-16,1.7950673207577314e+01,1.7844080042284267e+00,2.2204460492503131e-16,1.7845846959161587e+01,1.7844088790268131e+00,2.2204460492503131e-16,1.7950673207577314e+01,4.3144318118137903e-09,3.5688160084570757e-02,4.8239383538346117e-09,3.5862693028073281e-02,nan,nan,nan,5.6034222396157872e-02,-5.6034222396157872e-02,7.5385666347338054e-01,0.0000000000000000e+00,5.7231460844759611e-09,4.7340776852907586e-02,1.1206844479231574e-01,4.3144318118137903e-09,3.5688160084570757e-02,4.8239383538346117e-09,3.5862693028073281e-02,nan,nan,nan,5.6034222396157872e-02,-5.6034222396157872e-02,7.5385666347338054e-01,0.0000000000000000e+00,1.7845846959161477e+01,3.5688160084568536e-02,2.2204460492503131e-15,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,9.9023319049720056e-03,1.4853497857457962e-02,8.4936270543257697e-03,1.2740440581488599e-02,0.0000000000000000e+00,0,0,1.0356921000000000e-02,
50,2.8154117444167207e-09,4.6439036475535912e-02,1.0783977800636095e-01,1.7815461745165511e+00,2.2204460492503131e-16,1.7817225828572877e+01,1.7815470479122424e+00,2.2204460492503131e-16,1.7922503664365262e+01,1.7815461745165511e+00,2.2204460492503131e-16,1.7817225828572877e+01,1.7815470479122424e+00,2.2204460492503131e-16,1.7922503664365262e+01,2.1601593847009326e-09,3.5630923490333241e-02,2.4152599743812894e-09,3.5805176578914355e-02,nan,nan,nan,5.3919889003180475e-02,-5.3919889003180475e-02,7.6726233347032546e-01,0.0000000000000000e+00,2.8154117444167207e-09,4.6439036475535912e-02,1.0783977800636095e-01,2.1601593847009326e-09,3.5630923490333241e-02,2.4152599743812894e-09,3.5805176578914355e-02,nan,nan,nan,5.3919889003180475e-02,-5.3919889003180475e-02,7.6726233347032546e-01,0.0000000000000000e+00,1.7817225828572926e+01,3.5630923490331021e-02,2.2204460492503131e-15,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,9.7437494196498265e-03,1.4615624129474697e-02,8.3148643075601214e-03,1.2472296461340182e-02,0.0000000000000000e+00,0,0,1.0534742000000000e-02,
51,1.3858324164821171e-09,4.5581924096062439e-02,1.0389577611241027e-01,1.7786808838419605e+00,0.0000000000000000e+00,1.7788570084467295e+01,1.7786817558328016e+00,0.0000000000000000e+00,1.7894301031831468e+01,1.7786808838419605e+00,0.0000000000000000e+00,1.7788570084467295e+01,1.7786817558328016e+00,0.0000000000000000e+00,1.7894301031831468e+01,1.0815487394566503e-09,3.5573617676839211e-02,1.2092724814380481e-09,3.5747590480752371e-02,nan,nan,nan,5.1947888056205135e-02,-5.1947888056205135e-02,7.8043255922828003e-01,0.0000000000000000e+00,1.3858324164821171e-09,4.5581924096062439e-02,1.0389577611241027e-01,1.0815487394566503e-09,3.5573617676839211e-02,1.2092724814380481e-09,3.5747590480752371e-02,nan,nan,nan,5.1947888056205135e-02,-5.1947888056205135e-02,7.8043255922828003e-01,0.0000000000000000e+00,1.7788570084467271e+01,3.5573617676839211e-02,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,9.5935197484946898e-03,1.4390279622742030e-02,8.1449746636602649e-03,1.2217461995490342e-02,0.0000000000000000e+00,0,0,1.0837256000000000e-02,
52,6.8253355525493483e-10,4.4765811902925702e-02,1.0020872018733973e-01,1.7758121867211867e+00,0.0000000000000000e+00,1.7759880272759464e+01,1.7758130573057380e+00,0.0000000000000000e+00,1.7866065855492028e+01,1.7758121867211867e+00,0.0000000000000000e+00,1.7759880272759464e+01,1.7758130573057380e+00,0.0000000000000000e+00,1.7866065855492028e+01,5.4150761652493884e-10,3.5516243734423733e-02,6.0545572521179399e-10,3.5689935966354579e-02,nan,nan,nan,5.0104360093669864e-02,-5.0104360093669864e-02,7.9337874651844620e-01,0.0000000000000000e+00,6.8253355525493483e-10,4.4765811902925702e-02,1.0020872018733973e-01,5.4150761652493884e-10,3.5516243734423733e-02,6.0545572521179399e-10,3.5689935966354579e-02,nan,nan,nan,5.0104360093669864e-02,-5.0104360093669864e-02,7.9337874651844620e-01,0.0000000000000000e+00,1.7759880272759478e+01,3.5516243734423733e-02,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,9.4509323362310452e-03,1.4176398504346615e-02,7.9832248238086434e-03,1.1974837235713021e-02,0.0000000000000000e+00,0,0,1.1005859000000000e-02,
53,3.3633043562219408e-10,4.3987472921828447e-02,9.6754374460333470e-02,1.7729401360190717e+00,0.0000000000000000e+00,1.7731156921800626e+01,1.7729410051955736e+00,0.0000000000000000e+00,1.7837798663468295e+01,1.7729401360190717e+00,0.0000000000000000e+00,1.7731156921800626e+01,1.7729410051955736e+00,0.0000000000000000e+00,1.7837798663468295e+01,2.7111979328253710e-10,3.5458802720381433e-02,3.0313688500102785e-10,3.5632214029267056e-02,nan,nan,nan,4.8377187230166735e-02,-4.8377187230166735e-02,8.0611138501628432e-01,0.0000000000000000e+00,3.3633043562219408e-10,4.3987472921828447e-02,9.6754374460333470e-02,2.7111979328253710e-10,3.5458802720381433e-02,3.0313688500102785e-10,3.5632214029267056e-02,nan,nan,nan,4.8377187230166735e-02,-4.8377187230166735e-02,8.0611138501628432e-01,0.0000000000000000e+00,1.7731156921800615e+01,3.5458802720381433e-02,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,9.3153575525132329e-03,1.3973036328769851e-02,7.8289639589294024e-03,1.1743445938394159e-02,0.0000000000000000e+00,0,0,1.1158707000000000e-02,
54,1.6581424159780473e-10,4.3244025774667856e-02,9.3511456083771427e-02,1.7700647827507943e+00,0.0000000000000000e+00,1.7702400541968657e+01,1.7700656505176855e+00,0.0000000000000000e+00,1.7809499966230682e+01,1.7700647827507943e+00,0.0000000000000000e+00,1.7702400541968657e+01,1.7700656505176855e+00,0.0000000000000000e+00,1.7809499966230682e+01,1.3574219526191200e-10,3.5401295655015888e-02,1.5177240760927374e-10,3.5574425729407770e-02,nan,nan,nan,4.6755728041885714e-02,-4.6755728041885714e-02,8.1864014787804051e-01,0.0000000000000000e+00,1.6581424159780473e-10,4.3244025774667856e-02,9.3511456083771427e-02,1.3574219526191200e-10,3.5401295655015888e-02,1.5177240760927374e-10,3.5574425729407770e-02,nan,nan,nan,4.6755728041885714e-02,-4.6755728041885714e-02,8.1864014787804051e-01,0.0000000000000000e+00,1.7702400541968665e+01,3.5401295655015888e-02,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,9.1862353494920595e-03,1.3779353024238048e-02,7.6816124057126345e-03,1.1522418608568952e-02,0.0000000000000000e+00,0,0,1.1370876000000000e-02,
55,8.1786184969617369e-11,4.2532888498295729e-02,9.0461198978165902e-02,1.7671861765353376e+00,0.0000000000000000e+00,1.7673611629414378e+01,1.7671870428909944e+00,0.0000000000000000e+00,1.7781170260228539e+01,1.7671861765353376e+00,0.0000000000000000e+00,1.7673611629414378e+01,1.7671870428909944e+00,0.0000000000000000e+00,1.7781170260228539e+01,6.7962191430126495e-11,3.5343723530706750e-02,7.5987987691244137e-11,3.5516572046623451e-02,nan,nan,nan,4.5230599489082951e-02,-4.5230599489082951e-02,8.3097397751678570e-01,0.0000000000000000e+00,8.1786184969617369e-11,4.2532888498295729e-02,9.0461198978165902e-02,6.7962191430126495e-11,3.5343723530706750e-02,7.5987987691244137e-11,3.5516572046623451e-02,nan,nan,nan,4.5230599489082951e-02,-4.5230599489082951e-02,8.3097397751678570e-01,0.0000000000000000e+00,1.7673611629414381e+01,3.5343723530706750e-02,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,9.0630656634642769e-03,1.3594598495196458e-02,7.5406518149898627e-03,1.1310977722484794e-02,0.0000000000000000e+00,0,0,1.1596728000000001e-02,
56,4.0357457365173502e-11,4.1851739671970721e-02,8.7586992670350430e-02,1.7643043656679396e+00,2.2204460492503131e-16,1.7644790667182239e+01,1.7643052306108056e+00,2.2204460492503131e-16,1.7752810029018296e+01,1.7643043656679396e+00,2.2204460492503131e-16,1.7644790667182239e+01,1.7643052306108056e+00,2.2204460492503131e-16,1.7752810029018296e+01,3.4026226281014260e-11,3.5286087313356571e-02,3.8044737031321607e-11,3.5458653960266519e-02,nan,nan,nan,4.3793496335175215e-02,-4.3793496335175215e-02,8.4312116031316731e-01,0.0000000000000000e+00,4.0357457365173502e-11,4.1851739671970721e-02,8.7586992670350430e-02,3.4026226281014260e-11,3.5286087313356571e-02,3.8044737031321607e-11,3.5458653960266519e-02,nan,nan,nan,4.3793496335175215e-02,-4.3793496335175215e-02,8.4312116031316731e-01,0.0000000000000000e+00,1.7644790667182235e+01,3.5286087313358791e-02,2.2204460492503131e-15,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,8.9454004544662208e-03,1.3418100681699378e-02,7.4056171121003045e-03,1.1108425668150512e-02,0.0000000000000000e+00,0,0,1.1754054999999999e-02,
57,1.9922589756982430e-11,4.1198485547775394e-02,8.4874081590639583e-02,1.7614193973384709e+00,2.2204460492503131e-16,1.7615938127195442e+01,1.7614202608669907e+00,2.2204460492503131e-16,1.7724419745210263e+01,1.7614193973384709e+00,2.2204460492503131e-16,1.7615938127195442e+01,1.7614202608669907e+00,2.2204460492503131e-16,1.7724419745210263e+01,1.7035595156755790e-11,3.5228387946771640e-02,1.9047790983822780e-11,3.5400672414381024e-02,nan,nan,nan,4.2437040795319791e-02,-4.2437040795319791e-02,8.5508939171852338e-01,0.0000000000000000e+00,1.9922589756982430e-11,4.1198485547775394e-02,8.4874081590639583e-02,1.7035595156755790e-11,3.5228387946771640e-02,1.9047790983822780e-11,3.5400672414381024e-02,nan,nan,nan,4.2437040795319791e-02,-4.2437040795319791e-02,8.5508939171852338e-01,0.0000000000000000e+00,1.7615938127195449e+01,3.5228387946769420e-02,2.2204460492503131e-15,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,8.8328369621096855e-03,1.3249255443164571e-02,7.2760896119650198e-03,1.0914134417947530e-02,0.0000000000000000e+00,0,0,1.1909668000000000e-02,
58,9.8386142578395249e-12,4.0571232107302541e-02,8.2309313305569148e-02,1.7585313177395729e+00,2.2204460492503131e-16,1.7587054471437323e+01,1.7585321798522249e+00,2.2204460492503131e-16,1.7695999871635330e+01,1.7585313177395729e+00,2.2204460492503131e-16,1.7587054471437323e+01,1.7585321798522249e+00,2.2204460492503131e-16,1.7695999871635330e+01,8.5289553197753776e-12,3.5170626354793677e-02,9.5363081440675914e-12,3.5342628339522543e-02,nan,nan,nan,4.1154656652784574e-02,-4.1154656652784574e-02,8.6688583333566560e-01,0.0000000000000000e+00,9.8386142578395249e-12,4.0571232107302541e-02,8.2309313305569148e-02,8.5289553197753776e-12,3.5170626354793677e-02,9.5363081440675914e-12,3.5342628339522543e-02,nan,nan,nan,4.1154656652784574e-02,-4.1154656652784574e-02,8.6688583333566560e-01,0.0000000000000000e+00,1.7587054471437320e+01,3.5170626354791457e-02,2.2204460492503131e-15,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,8.7250120167011239e-03,1.3087518025051642e-02,7.1516912413120970e-03,1.0727536861968145e-02,0.0000000000000000e+00,0,0,1.2048806000000000e-02,
59,6.3477598164996755e-04,3.9936522401594531e-02,7.9817449064928631e-02,1.7556401721991133e+00,5.5766159886894151e-05,1.7558140153225811e+01,1.7556410328943926e+00,6.2348462175596236e-05,1.7667550851598492e+01,1.7556401721991133e+00,5.5766159886894151e-05,1.7558140153225811e+01,1.7556410328943926e+00,6.2348462175596236e-05,1.7667550851598492e+01,5.5766159459857967e-04,3.5084920364041067e-02,6.2348461698142862e-04,3.5256775371296234e-02,4.9999999995968519e-01,nan,nan,3.9940463331789855e-02,-3.9876985733138769e-02,8.7851716309280459e-01,0.0000000000000000e+00,6.3477598164996755e-04,3.9936522401594531e-02,7.9817449064928631e-02,5.5766159459857967e-04,3.5084920364041067e-02,6.2348461698142862e-04,3.5256775371296234e-02,4.9999999995968519e-01,nan,nan,3.9940463331789855e-02,-3.9876985733138769e-02,8.7851716309280459e-01,0.0000000000000000e+00,1.7558140153225818e+01,3.5112803443982266e-02,2.7883079941198874e-05,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,8.6161459635417381e-03,1.2924218945312607e-02,7.0320795924850854e-03,1.0548119388727573e-02,0.0000000000000000e+00,0,0,1.2240679000000001e-02,
60,1.2221393695288442e-02,3.8730803249122814e-02,7.6265708981747837e-02,1.7527546623017727e+00,1.1714309317755606e-03,1.7529278249414205e+01,1.7527555176779728e+00,1.3096995971980390e-03,1.7639151122103591e+01,1.7527546623017727e+00,1.1714309317755606e-03,1.7529278249414205e+01,1.7527555176779728e+00,1.3096995971980390e-03,1.7639151122103591e+01,1.0876713131230509e-02,3.4469377780149885e-02,1.2160534966598227e-02,3.4642923151180484e-02,4.9999999999811040e-01,nan,nan,3.8790981556989158e-02,-3.7474727424758679e-02,8.8997322256492473e-01,0.0000000000000000e+00,1.2221393695288442e-02,3.8730803249122814e-02,7.6265708981747837e-02,1.0876713131230509e-02,3.4469377780149885e-02,1.2160534966598227e-02,3.4642923151180484e-02,4.9999999999811040e-01,nan,nan,3.8790981556989158e-02,-3.7474727424758679e-02,8.8997322256492473e-01,0.0000000000000000e+00,1.7529278249414205e+01,3.5055093246035451e-02,5.8571546588556678e-04,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,8.4884659186232631e-03,1.2732698877934896e-02,6.9087474335453036e-03,1.0363121150318011e-02,0.0000000000000000e+00,0,0,1.2400441999999999e-02,
61,2.3037224228666098e-02,3.6743116018410904e-02,7.1255594261416172e-02,1.7500295652258995e+00,3.7930796152683133e-03,1.7501950260359187e+01,1.7500303474204999e+00,4.2407919319043487e-03,1.7612270105541207e+01,1.7500295652258995e+00,3.7930796152683133e-03,1.7501950260359187e+01,1.7500303474204999e+00,4.2407919319043487e-03,1.7612270105541207e+01,2.0755601044531558e-02,3.3104051496886056e-02,2.3205467424719149e-02,3.3269041726044460e-02,4.9999999999941458e-01,nan,nan,3.7732819900866341e-02,-3.3522774360549838e-02,9.0095928391861424e-01,0.0000000000000000e+00,2.3037224228666098e-02,3.6743116018410904e-02,7.1255594261416172e-02,2.0755601044531558e-02,3.3104051496886056e-02,2.3205467424719149e-02,3.3269041726044460e-02,4.9999999999941458e-01,nan,nan,3.7732819900866341e-02,-3.3522774360549838e-02,9.0095928391861424e-01,0.0000000000000000e+00,1.7501950260359180e+01,3.5000591304517992e-02,1.8965398076319362e-03,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,8.3345477670790924e-03,1.2501821650618639e-02,6.6380170028619290e-03,9.9570255042928935e-03,0.0000000000000000e+00,0,0,1.2592212000000000e-02,
62,3.2909061926879764e-02,3.4055010576207148e-02,6.4960323852101834e-02,1.7475158072053465e+00,7.8358456062570109e-03,1.7476714284490630e+01,1.7475165001308868e+00,8.7607417183918606e-03,1.7587455642355394e+01,1.7475158072053465e+00,7.8358456062570109e-03,1.7476714284490630e+01,1.7475165001308868e+00,8.7607417183918606e-03,1.7587455642355394e+01,2.9988155543581807e-02,3.1032393340980652e-02,3.3527777157642963e-02,3.1188084664943449e-02,4.9999999999971573e-01,nan,nan,3.6779698253502226e-02,-2.8180625598599608e-02,9.1124309803215042e-01,0.0000000000000000e+00,3.2909061926879764e-02,3.4055010576207148e-02,6.4960323852101834e-02,2.9988155543581807e-02,3.1032393340980652e-02,3.3527777157642963e-02,3.1188084664943449e-02,4.9999999999971573e-01,nan,nan,3.6779698253502226e-02,-2.8180625598599608e-02,9.1124309803215042e-01,0.0000000000000000e+00,1.7476714284490630e+01,3.4950316144106930e-02,3.9179228031262781e-03,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,8.1619906375125176e-03,1.2242985956268734e-02,6.2281400952113319e-03,9.3422101428169979e-03,0.0000000000000000e+00,0,0,1.2785970000000001e-02,
63,4.1692034944152877e-02,3.0754506074185731e-02,5.7561840746582327e-02,1.7452688212035796e+00,1.3184808734432618e-02,1.7454107548547846e+01,1.7452693983398284e+00,1.4741064300262154e-02,1.7565236145142133e+01,1.7452688212035796e+00,1.3184808734432618e-02,1.7454107548547846e+01,1.7452693983398284e+00,1.4741064300262154e-02,1.7565236145142133e+01,3.8382194060272767e-02,2.8312972056855283e-02,4.2912597522179560e-02,2.8454919631409798e-02,5.0000000000000000e-01,nan,nan,3.5941812551897774e-02,-2.1620028194684553e-02,9.2061215317713108e-01,0.0000000000000000e+00,4.1692034944152877e-02,3.0754506074185731e-02,5.7561840746582327e-02,3.8382194060272767e-02,2.8312972056855283e-02,4.2912597522179560e-02,2.8454919631409798e-02,5.0000000000000000e-01,nan,nan,3.5941812551897774e-02,-2.1620028194684553e-02,9.2061215317713108e-01,0.0000000000000000e+00,1.7454107548547842e+01,3.4905376424071592e-02,6.5924043672163091e-03,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,7.9773632393623489e-03,1.1966044859043484e-02,5.6901849173299768e-03,8.5352773759949097e-03,0.0000000000000000e+00,0,0,1.3117749999999999e-02,
64,4.9271837116996536e-02,2.6933450653584847e-02,4.9246839385203377e-02,1.7433333560280013e+00,1.9697664619229435e-02,1.7434589699424130e+01,1.7433338085763734e+00,2.2022658543294753e-02,1.7546062891187951e+01,1.7433333560280013e+00,1.9697664619229435e-02,1.7434589699424130e+01,1.7433338085763734e+00,2.2022658543294753e-02,1.7546062891187951e+01,4.5767424964567427e-02,2.5017834810945327e-02,5.1169536687946091e-02,2.5143659256865195e-02,4.9999999999999895e-01,nan,nan,3.5226377183167068e-02,-1.4020462202036309e-02,9.2887595921970911e-01,0.0000000000000000e+00,4.9271837116996536e-02,2.6933450653584847e-02,4.9246839385203377e-02,4.5767424964567427e-02,2.5017834810945327e-02,5.1169536687946091e-02,2.5143659256865195e-02,4.9999999999999895e-01,nan,nan,3.5226377183167068e-02,-1.4020462202036309e-02,9.2887595921970911e-01,0.0000000000000000e+00,1.7434589699424134e+01,3.4866667120560024e-02,9.8488323096146968e-03,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,7.7894658347056368e-03,1.1684198752058415e-02,5.0378474704911858e-03,7.5567712057367231e-03,0.0000000000000000e+00,0,0,1.3330311999999999e-02,
65,5.5560618941556374e-02,2.2685727298032671e-02,4.0203865829774491e-02,1.7417484158426568e+00,2.7208099617602385e-02,1.7418551283615184e+01,1.7417487427429288e+00,3.0419580141772488e-02,1.7530319241062134e+01,1.7417484158426568e+00,2.7208099617602385e-02,1.7418551283615184e+01,1.7417487427429288e+00,3.0419580141772488e-02,1.7530319241062134e+01,5.1997582334831427e-02,2.1230918508049715e-02,5.8135064383163473e-02,2.1337922236433521e-02,5.0000000000008182e-01,nan,nan,3.4638174669774334e-02,-5.5656911600001566e-03,9.3587118583986861e-01,0.0000000000000000e+00,5.5560618941556374e-02,2.2685727298032671e-02,4.0203865829774491e-02,5.1997582334831427e-02,2.1230918508049715e-02,5.8135064383163473e-02,2.1337922236433521e-02,5.0000000000008182e-01,nan,nan,3.4638174669774334e-02,-5.5656911600001566e-03,9.3587118583986861e-01,0.0000000000000000e+00,1.7418551283615173e+01,3.4834968316853135e-02,1.3604049808803420e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,7.6073282345842349e-03,1.1410992351876316e-02,4.7710416157869528e-03,7.1565624236804293e-03,0.0000000000000000e+00,0,0,1.3546097000000000e-02,
66,6.0495449049962700e-02,1.8105831894638189e-02,3.0621244516934716e-02,1.7405437977245288e+00,3.5529744370836364e-02,1.7406296522236172e+01,1.7405440094685416e+00,3.9723461818190295e-02,1.7518303380491087e+01,1.7405437977245288e+00,3.5529744370836364e-02,1.7406296522236172e+01,1.7405440094685416e+00,3.9723461818190295e-02,1.7518303380491087e+01,5.6954337062132154e-02,1.7046003769074627e-02,6.3676884642181186e-02,1.7132269041221310e-02,4.9999999999993711e-01,nan,nan,3.4180017911333425e-02,3.5587733943987093e-03,9.4146482018992916e-01,0.0000000000000000e+00,6.0495449049962700e-02,1.8105831894638189e-02,3.0621244516934716e-02,5.6954337062132154e-02,1.7046003769074627e-02,6.3676884642181186e-02,1.7132269041221310e-02,4.9999999999993711e-01,nan,nan,3.4180017911333425e-02,3.5587733943987093e-03,9.4146482018992916e-01,0.0000000000000000e+00,1.7406296522236172e+01,3.4810875954490575e-02,1.7764872185415947e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,7.4399906405555084e-03,1.1159985960833292e-02,5.3498148962765751e-03,8.0247223444148627e-03,0.0000000000000000e+00,0,0,1.3725479000000000e-02,
