iter,res_pri,res_dual,gap,x_nrm_inf,y_nrm_inf,s_nrm_inf,x_nrm_2,y_nrm_2,s_nrm_2,x_nrm_inf_normalized,y_nrm_inf_normalized,s_nrm_inf_normalized,x_nrm_2_normalized,y_nrm_2_normalized,s_nrm_2_normalized,ax_s_btau_nrm_inf,px_aty_ctau_nrm_inf,ax_s_btau_nrm_2,px_aty_ctau_nrm_2,res_infeas,res_unbdd_a,res_unbdd_p,pobj,dobj,tau,kap,res_pri_normalized,res_dual_normalized,gap_normalized,ax_s_btau_nrm_inf_normalized,px_aty_ctau_nrm_inf_normalized,ax_s_btau_nrm_2_normalized,px_aty_ctau_nrm_2_normalized,res_infeas_normalized,res_unbdd_a_normalized,res_unbdd_p_normalized,pobj_normalized,dobj_normalized,tau_normalized,kap_normalized,ax_nrm_inf,px_nrm_inf,aty_nrm_inf,b_nrm_inf,c_nrm_inf,scale,diff_u_ut_nrm_2,diff_v_v_prev_nrm_2,diff_u_ut_nrm_inf,diff_v_v_prev_nrm_inf,aa_norm,accepted_accel_steps,rejected_accel_steps,time,
87,4.8756144090186540e-02,2.0321143452744495e-02,3.5467441358397980e-02,1.7699947745651305e+00,1.0470193635143969e-01,1.7699095852891642e+01,1.7699949795717336e+00,1.1706032352883773e-01,1.7806870318191251e+01,1.7699947745651305e+00,1.0470193635143969e-01,1.7699095852891642e+01,1.7699949795717336e+00,1.1706032352883773e-01,1.7806870318191251e+01,4.0670395551636762e-02,1.6951072684417243e-02,4.5470884562632527e-02,1.7036482918967318e-02,5.0000000000000011e-01,nan,nan,4.5025229978054825e-02,8.0492671336452798e-02,8.3415939284301921e-01,0.0000000000000000e+00,4.8756144090186540e-02,2.0321143452744495e-02,3.5467441358397980e-02,4.0670395551636762e-02,1.6951072684417243e-02,4.5470884562632527e-02,1.7036482918967318e-02,5.0000000000000011e-01,nan,nan,4.5025229978054825e-02,8.0492671336452798e-02,8.3415939284301921e-01,0.0000000000000000e+00,1.7699095852891642e+01,3.5399895491302610e-02,5.2350968175719853e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,5.9826445945855705e-03,8.9739668918783246e-03,3.7292832203698473e-03,5.5939248305547709e-03,3.0885010099906771e+00,0,1,1.7687059999999998e-02,
88,5.3634145718071694e-02,1.6453660931216398e-02,2.7182957181278777e-02,1.7709361238740660e+00,9.8145052233071642e-02,1.7708673825007640e+01,1.7709362572887093e+00,1.0972950422420787e-01,1.7816270424277494e+01,1.7709361238740660e+00,9.8145052233071642e-02,1.7708673825007640e+01,1.7709362572887093e+00,1.0972950422420787e-01,1.7816270424277494e+01,4.4507425857647664e-02,1.3653803639054524e-02,4.9760814860616329e-02,1.3722846074166167e-02,5.0000000000000022e-01,nan,nan,4.5543889626480580e-02,7.2726846807759357e-02,8.2983377961497318e-01,0.0000000000000000e+00,5.3634145718071694e-02,1.6453660931216398e-02,2.7182957181278777e-02,4.4507425857647664e-02,1.3653803639054524e-02,4.9760814860616329e-02,1.3722846074166167e-02,5.0000000000000022e-01,nan,nan,4.5543889626480580e-02,7.2726846807759357e-02,8.2983377961497318e-01,0.0000000000000000e+00,1.7708673825007637e+01,3.5418722477481318e-02,4.9072526116535842e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,5.8347033254520170e-03,8.7520549881780259e-03,4.1795843959068629e-03,6.2693765938602944e-03,3.0885010099906771e+00,0,1,1.7893270000000003e-02,
89,5.7180806508362318e-02,1.2261665556904687e-02,1.8395778250574674e-02,1.7715652233237196e+00,9.1135895610117701e-02,1.7715140405831992e+01,1.7715652972603955e+00,1.0189302888727393e-01,1.7822605665644531e+01,1.7715652233237196e+00,9.1135895610117701e-02,1.7715140405831992e+01,1.7715652972603955e+00,1.0189302888727393e-01,1.7822605665644531e+01,4.7271020294749944e-02,1.0136643338584460e-02,5.2850607372416362e-02,1.0188199416213364e-02,5.0000000000000000e-01,nan,nan,4.5922816757035460e-02,6.4318595007610141e-02,8.2669383629342241e-01,0.0000000000000000e+00,5.7180806508362318e-02,1.2261665556904687e-02,1.8395778250574674e-02,4.7271020294749944e-02,1.0136643338584460e-02,5.2850607372416362e-02,1.0188199416213364e-02,5.0000000000000000e-01,nan,nan,4.5922816757035460e-02,6.4318595007610141e-02,8.2669383629342241e-01,0.0000000000000000e+00,1.7715140405831995e+01,3.5431304466474391e-02,4.5567947805058850e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,5.7081888868103963e-03,8.5622833302156365e-03,4.5268747013579580e-03,6.7903120520369370e-03,3.0885010099906771e+00,0,1,1.8110662000000003e-02,
90,5.9323092122558568e-02,7.8586271639375996e-03,9.3447227727886939e-03,1.7718766807176025e+00,8.3838310825326973e-02,1.7718437574352368e+01,1.7718767113050164e+00,9.3734081062093813e-02,1.7825819566408750e+01,1.7718766807176025e+00,8.3838310825326973e-02,1.7718437574352368e+01,1.7718767113050164e+00,9.3734081062093813e-02,1.7825819566408750e+01,4.8928373750734555e-02,6.4816217983114516e-03,5.4703584867579584e-02,6.5149825897722691e-03,5.0000000000000011e-01,nan,nan,4.6152420383671164e-02,5.5497143156459858e-02,8.2477787317038298e-01,0.0000000000000000e+00,5.9323092122558568e-02,7.8586271639375996e-03,9.3447227727886939e-03,4.8928373750734555e-02,6.4816217983114516e-03,5.4703584867579584e-02,6.5149825897722691e-03,5.0000000000000011e-01,nan,nan,4.6152420383671164e-02,5.5497143156459858e-02,8.2477787317038298e-01,0.0000000000000000e+00,1.7718437574352368e+01,3.5437533614352049e-02,4.1919155412663500e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,5.6078815403817449e-03,8.4118223105726295e-03,4.7661877200301378e-03,7.1492815800452067e-03,0.0000000000000000e+00,0,1,1.8316242999999999e-02,
91,6.0031134182593024e-02,3.3630930347967008e-03,2.7254464763312725e-04,1.7718719658446376e+00,7.6417906117363571e-02,1.7718575889835613e+01,1.7718719716772862e+00,8.5437816388310980e-02,1.7825923198358495e+01,1.7718719658446376e+00,7.6417906117363571e-02,1.7718575889835613e+01,1.7718719716772862e+00,8.5437816388310980e-02,1.7825923198358495e+01,4.9471457256993423e-02,2.7715137417890223e-03,5.5310770686306340e-02,2.7863894334241336e-03,4.9999999999999983e-01,nan,nan,4.6228377420109802e-02,4.6500922067742929e-02,8.2409666135107695e-01,0.0000000000000000e+00,6.0031134182593024e-02,3.3630930347967008e-03,2.7254464763312725e-04,4.9471457256993423e-02,2.7715137417890223e-03,5.5310770686306340e-02,2.7863894334241336e-03,4.9999999999999983e-01,nan,nan,4.6228377420109802e-02,4.6500922067742929e-02,8.2409666135107695e-01,0.0000000000000000e+00,1.7718575889835602e+01,3.5437439316892749e-02,3.8208953058681772e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,5.5359687898761693e-03,8.3039531848142605e-03,4.8950323552923863e-03,7.3425485329385795e-03,0.0000000000000000e+00,0,1,1.8495839000000000e-02,
92,5.9318803347114833e-02,1.1058245893217468e-03,8.5833743851240207e-03,1.7715591475365817e+00,6.9038564388769250e-02,1.7715631949479199e+01,1.7715591479989299e+00,7.7187461521142128e-02,1.7822992669928876e+01,1.7715591475365817e+00,6.9038564388769250e-02,1.7715631949479199e+01,1.7715591479989299e+00,7.7187461521142128e-02,1.7822992669928876e+01,4.8916312912592463e-02,9.1190075634478562e-04,5.4690100440603441e-02,9.1548653995641494e-04,5.0000000000003231e-01,nan,nan,4.6151802770593289e-02,3.7568428385469269e-02,8.2463418262755073e-01,0.0000000000000000e+00,5.9318803347114833e-02,1.1058245893217468e-03,8.5833743851240207e-03,4.8916312912592463e-02,9.1190075634478562e-04,5.4690100440603441e-02,9.1548653995641494e-04,5.0000000000003231e-01,nan,nan,4.6151802770593289e-02,3.7568428385469269e-02,8.2463418262755073e-01,0.0000000000000000e+00,1.7715631949479206e+01,3.5431182950731638e-02,3.4519282194386852e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,5.4918162632954489e-03,8.2377243949431651e-03,4.9133595431475469e-03,7.3700393147213203e-03,0.0000000000000000e+00,0,1,1.8679516000000000e-02,
93,5.7242056480715772e-02,5.4329195672986408e-03,1.6999767570330546e-02,1.7709525242729560e+00,6.1859127016809012e-02,1.7709744777117521e+01,1.7709525378801383e+00,6.9160606519189358e-02,1.7817165559887659e+01,1.7709525242729560e+00,6.1859127016809012e-02,1.7709744777117521e+01,1.7709525378801383e+00,6.9160606519189358e-02,1.7817165559887659e+01,4.7301909024515587e-02,4.4894869770523912e-03,5.2885142022164135e-02,4.5109061957767198e-03,5.0000000000003586e-01,nan,nan,4.5929067041899752e-02,2.8929299471569206e-02,8.2634887585583316e-01,0.0000000000000000e+00,5.7242056480715772e-02,5.4329195672986408e-03,1.6999767570330546e-02,4.7301909024515587e-02,4.4894869770523912e-03,5.2885142022164135e-02,4.5109061957767198e-03,5.0000000000003586e-01,nan,nan,4.5929067041899752e-02,2.8929299471569206e-02,8.2634887585583316e-01,0.0000000000000000e+00,1.7709744777117514e+01,3.5419050485459118e-02,3.0929563508406727e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,5.4721433541562829e-03,8.2082150312344296e-03,4.8234815832516320e-03,7.2352223748774480e-03,0.0000000000000000e+00,0,1,1.8934259999999998e-02,
94,5.3895250834009187e-02,9.5110115078004143e-03,2.4775077034753692e-02,1.7700721610326913e+00,5.5030294497013743e-02,1.7701111268888980e+01,1.7700722039218448e+00,6.1525739658577674e-02,1.7808636419593764e+01,1.7700721610326913e+00,5.5030294497013743e-02,1.7701111268888980e+01,1.7700722039218448e+00,6.1525739658577674e-02,1.7808636419593764e+01,4.4688611639414511e-02,7.8862959721469270e-03,4.9963386722908891e-02,7.9247081548962407e-03,5.0000000000000056e-01,nan,nan,4.5571289551276817e-02,2.0796212516523124e-02,8.2917531596707839e-01,0.0000000000000000e+00,5.3895250834009187e-02,9.5110115078004143e-03,2.4775077034753692e-02,4.4688611639414511e-02,7.8862959721469270e-03,4.9963386722908891e-02,7.9247081548962407e-03,5.0000000000000056e-01,nan,nan,4.5571289551276817e-02,2.0796212516523124e-02,8.2917531596707839e-01,0.0000000000000000e+00,1.7701111268888983e+01,3.5401443220653826e-02,2.7515147248506899e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,5.4715611323347098e-03,8.2073416985020357e-03,4.6299492642059015e-03,6.9449238963088522e-03,0.0000000000000000e+00,0,1,1.9178495000000000e-02,
95,4.9405796314040080e-02,1.3244452514090130e-02,3.1735464775913338e-02,1.7689433437594015e+00,4.8691780145439553e-02,1.7689980808639923e+01,1.7689434284469796e+00,5.4439065175338724e-02,1.7797651455076810e+01,1.7689433437594015e+00,4.8691780145439553e-02,1.7689980808639923e+01,1.7689434284469796e+00,5.4439065175338724e-02,1.7797651455076810e+01,4.1156325945551742e-02,1.1032976802468251e-02,4.6014171259196324e-02,1.1087156415031597e-02,5.0000000000000011e-01,nan,nan,4.5093569689568569e-02,1.3358104913655230e-02,8.3302626444776051e-01,0.0000000000000000e+00,4.9405796314040080e-02,1.3244452514090130e-02,3.1735464775913338e-02,4.1156325945551742e-02,1.1032976802468251e-02,4.6014171259196324e-02,1.1087156415031597e-02,5.0000000000000011e-01,nan,nan,4.5093569689568569e-02,1.3358104913655230e-02,8.3302626444776051e-01,0.0000000000000000e+00,1.7689980808639920e+01,3.5378866875188035e-02,2.4345890072719784e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,5.4833368922552117e-03,8.2250053383827928e-03,4.3393919601776298e-03,6.5090879402664448e-03,0.0000000000000000e+00,0,1,1.9395074000000002e-02,
96,4.3927637152591438e-02,1.6551835396498450e-02,3.7738993957571243e-02,1.7675959614959011e+00,4.2969747417709842e-02,1.7676649152870240e+01,1.7675960959900172e+00,4.8041638100997625e-02,1.7784502487747318e+01,1.7675959614959011e+00,4.2969747417709842e-02,1.7676649152870240e+01,1.7675960959900172e+00,4.8041638100997625e-02,1.7784502487747318e+01,3.6802356320954854e-02,1.3867045521063118e-02,4.1146285232912236e-02,1.3935451252375530e-02,4.9999999999999967e-01,nan,nan,4.4514043439916773e-02,6.7750494823455298e-03,8.3779503534675681e-01,0.0000000000000000e+00,4.3927637152591438e-02,1.6551835396498450e-02,3.7738993957571243e-02,3.6802356320954854e-02,1.3867045521063118e-02,4.1146285232912236e-02,1.3935451252375530e-02,4.9999999999999967e-01,nan,nan,4.4514043439916773e-02,6.7750494823455298e-03,8.3779503534675681e-01,0.0000000000000000e+00,1.7676649152870244e+01,3.5351919229918025e-02,2.1484873708854907e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,5.5002153198332642e-03,8.2503229797498932e-03,3.9603256196394654e-03,5.9404884294591981e-03,0.0000000000000000e+00,0,1,1.9624750000000000e-02,
97,3.7634105189542758e-02,1.9367807343695972e-02,4.2677926478290613e-02,1.7660638252028649e+00,3.7974557556367930e-02,1.7661451674716776e+01,1.7660640125280411e+00,4.2456846055758495e-02,1.7769520282711753e+01,1.7660638252028649e+00,3.7974557556367930e-02,1.7661451674716776e+01,1.7660640125280411e+00,4.2456846055758495e-02,1.7769520282711753e+01,3.1739028464745300e-02,1.6333997725873343e-02,3.5485312593485314e-02,1.6414813662878752e-02,4.9999999999999983e-01,nan,nan,4.3852861154926467e-02,1.1749346766358540e-03,8.4335812702050117e-01,0.0000000000000000e+00,3.7634105189542758e-02,1.9367807343695972e-02,4.2677926478290613e-02,3.1739028464745300e-02,1.6333997725873343e-02,3.5485312593485314e-02,1.6414813662878752e-02,4.9999999999999983e-01,nan,nan,4.3852861154926467e-02,1.1749346766358540e-03,8.4335812702050117e-01,0.0000000000000000e+00,1.7661451674716769e+01,3.5321276504057302e-02,1.8987278778183958e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,5.5151552531299587e-03,8.2727328796948513e-03,3.5029331704410083e-03,5.2543997556615124e-03,0.0000000000000000e+00,0,1,1.9899255000000001e-02,
98,3.0710670503568897e-02,2.1643982121185783e-02,4.6479253133304935e-02,1.7643839316954735e+00,3.3798851917887771e-02,1.7644756050717476e+01,1.7643841698524640e+00,3.7788265224923089e-02,1.7753067328259480e+01,1.7643839316954735e+00,3.3798851917887771e-02,1.7644756050717476e+01,1.7643841698524640e+00,3.7788265224923089e-02,1.7753067328259480e+01,2.6091112341313449e-02,1.8388252674965605e-02,2.9170750401880333e-02,1.8479432881054608e-02,4.9999999999999939e-01,nan,nan,4.3131177970645154e-02,-3.3480751626597804e-03,8.4957807542109487e-01,0.0000000000000000e+00,3.0710670503568897e-02,2.1643982121185783e-02,4.6479253133304935e-02,2.6091112341313449e-02,1.8388252674965605e-02,2.9170750401880333e-02,1.8479432881054608e-02,4.9999999999999939e-01,nan,nan,4.3131177970645154e-02,-3.3480751626597804e-03,8.4957807542109487e-01,0.0000000000000000e+00,1.7644756050717479e+01,3.5287678633909469e-02,1.6899425958943864e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,5.5219037058930253e-03,8.2828555588394959e-03,3.6971021646444724e-03,5.5456532469666531e-03,0.0000000000000000e+00,0,1,2.0113762000000000e-02,
99,2.3348044000859377e-02,2.3349020388901187e-02,4.9103701380578096e-02,1.7625956811237939e+00,3.0515991922269517e-02,1.7626954474053544e+01,1.7625959634718742e+00,3.4117916169514553e-02,1.7735530150211865e+01,1.7625956811237939e+00,3.0515991922269517e-02,1.7626954474053544e+01,1.7625959634718742e+00,3.4117916169514553e-02,1.7735530150211865e+01,1.9993081573925542e-02,1.9993917661341128e-02,2.2352944739498049e-02,2.0093234379339010e-02,4.9999999999999978e-01,nan,nan,4.2370232501430842e-02,-6.7334688791472544e-03,8.5630648859448999e-01,0.0000000000000000e+00,2.3348044000859377e-02,2.3349020388901187e-02,4.9103701380578096e-02,1.9993081573925542e-02,1.9993917661341128e-02,2.2352944739498049e-02,2.0093234379339010e-02,4.9999999999999978e-01,nan,nan,4.2370232501430842e-02,-6.7334688791472544e-03,8.5630648859448999e-01,0.0000000000000000e+00,1.7626954474053544e+01,3.5251913622475879e-02,1.5257995961134752e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,5.5153895942259409e-03,8.2730843913389526e-03,4.0145029150072675e-03,6.0217543725109568e-03,0.0000000000000000e+00,0,1,2.0286708000000001e-02,
100,1.5735979939020251e-02,2.4468003853661831e-02,5.0543544079070760e-02,1.7607400570229346e+00,2.8178878458482104e-02,1.7608455483995073e+01,1.7607403730386204e+00,3.1504943881435238e-02,1.7717311250813786e+01,1.7607400570229346e+00,2.8178878458482104e-02,1.7608455483995073e+01,1.7607403730386204e+00,3.1504943881435238e-02,1.7717311250813786e+01,1.3586244028227612e-02,2.1125361911217638e-02,1.5189882603008433e-02,2.1230456615259376e-02,5.0000000000000000e-01,nan,nan,4.1590567182824542e-02,-8.9529768962462175e-03,8.6338722347618313e-01,0.0000000000000000e+00,1.5735979939020251e-02,2.4468003853661831e-02,5.0543544079070760e-02,1.3586244028227612e-02,2.1125361911217638e-02,1.5189882603008433e-02,2.1230456615259376e-02,5.0000000000000000e-01,nan,nan,4.1590567182824542e-02,-8.9529768962462175e-03,8.6338722347618313e-01,0.0000000000000000e+00,1.7608455483995073e+01,3.5214801140458690e-02,1.4089439229241052e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,5.4919584422391688e-03,8.2379376633588391e-03,4.2377007935264777e-03,6.3565511902897720e-03,0.0000000000000000e+00,0,1,2.0533892000000002e-02,
101,8.0580048130498624e-03,2.5001261593236086e-02,5.0819561636851349e-02,1.7588587791241608e+00,2.6819171085792154e-02,1.7589675512963879e+01,1.7588591154611215e+00,2.9984744824014056e-02,1.7698820773287149e+01,1.7588587791241608e+00,2.6819171085792154e-02,1.7589675512963879e+01,1.7588591154611215e+00,2.9984744824014056e-02,1.7698820773287149e+01,7.0157797698874313e-03,2.1767590039587129e-02,7.8438802403182385e-03,2.1876026383050747e-02,5.0000000000000056e-01,nan,nan,4.0811419465842082e-02,-1.0008142171009270e-02,8.7065966484972090e-01,0.0000000000000000e+00,8.0580048130498624e-03,2.5001261593236086e-02,5.0819561636851349e-02,7.0157797698874313e-03,2.1767590039587129e-02,7.8438802403182385e-03,2.1876026383050747e-02,5.0000000000000056e-01,nan,nan,4.0811419465842082e-02,-1.0008142171009270e-02,8.7065966484972090e-01,0.0000000000000000e+00,1.7589675512963879e+01,3.5177175582483219e-02,1.3409585542896091e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,5.4494841922367414e-03,8.1742262883552005e-03,4.3639300966051842e-03,6.5458951449077762e-03,0.0000000000000000e+00,0,1,2.0740691000000002e-02,
102,4.8718061843168171e-04,2.4962817085964401e-02,4.9977497847293356e-02,1.7569934407352441e+00,2.6446924868132438e-02,1.7571030268858809e+01,1.7569937824873236e+00,2.9568560900486898e-02,1.7680468008957750e+01,1.7569934407352441e+00,2.6446924868132438e-02,1.7571030268858809e+01,1.7569937824873236e+00,2.9568560900486898e-02,1.7680468008957750e+01,4.2772610068608774e-04,2.1916406380638666e-02,4.7821231844248098e-04,2.2025724015474174e-02,5.0000000000000000e-01,nan,nan,4.0050290868603865e-02,-9.9272069786894915e-03,8.7796206274176447e-01,0.0000000000000000e+00,4.8718061843168171e-04,2.4962817085964401e-02,4.9977497847293356e-02,4.2772610068608774e-04,2.1916406380638666e-02,4.7821231844248098e-04,2.2025724015474174e-02,5.0000000000000000e-01,nan,nan,4.0050290868603865e-02,-9.9272069786894915e-03,8.7796206274176447e-01,0.0000000000000000e+00,1.7571030268858806e+01,3.5139868814704885e-02,1.3223462434066219e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,5.3873924357320264e-03,8.0810886535980387e-03,4.3924824800875006e-03,6.5887237201313065e-03,0.0000000000000000e+00,0,1,2.0917730999999998e-02,
103,6.8170916718715497e-03,2.4378616254060122e-02,4.8084308025192861e-02,1.7551846443949077e+00,2.7050658668891697e-02,1.7552926089354543e+01,1.7551849764494567e+00,3.0243555809892912e-02,1.7662652882343753e+01,1.7551846443949077e+00,2.7050658668891697e-02,1.7552926089354543e+01,1.7551849764494567e+00,3.0243555809892912e-02,1.7662652882343753e+01,6.0340456135756781e-03,2.1578363553452294e-02,6.7462680856451200e-03,2.1686131753982527e-02,5.0000000000000056e-01,nan,nan,3.9322683174942703e-02,-8.7616248502501576e-03,8.8513487921442380e-01,0.0000000000000000e+00,6.8170916718715497e-03,2.4378616254060122e-02,4.8084308025192861e-02,6.0340456135756781e-03,2.1578363553452294e-02,6.7462680856451200e-03,2.1686131753982527e-02,5.0000000000000056e-01,nan,nan,3.9322683174942703e-02,-8.7616248502501576e-03,8.8513487921442380e-01,0.0000000000000000e+00,1.7552926089354539e+01,3.5103692887898157e-02,1.3525329334445862e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,5.3066193383988101e-03,7.9599290075982147e-03,4.3246926402055186e-03,6.4870389603082224e-03,0.0000000000000000e+00,0,1,2.1169548000000000e-02,
104,1.3711301139149146e-02,2.3284675633258901e-02,4.5224439242999896e-02,1.7534711514673993e+00,2.8597862902414811e-02,1.7535751424641926e+01,1.7534714598307977e+00,3.1973382730509481e-02,1.7645757568672924e+01,1.7534711514673993e+00,2.8597862902414811e-02,1.7535751424641926e+01,1.7534714598307977e+00,3.1973382730509481e-02,1.7645757568672924e+01,1.2230810912791656e-02,2.0770491578142786e-02,1.3674462310474223e-02,2.0874361579779288e-02,4.9999999999992284e-01,nan,nan,3.8641978931286063e-02,-6.5824603117138336e-03,8.9202408937468924e-01,0.0000000000000000e+00,1.3711301139149146e-02,2.3284675633258901e-02,4.5224439242999896e-02,1.2230810912791656e-02,2.0770491578142786e-02,1.3674462310474223e-02,2.0874361579779288e-02,4.9999999999992284e-01,nan,nan,3.8641978931286063e-02,-6.5824603117138336e-03,8.9202408937468924e-01,0.0000000000000000e+00,1.7535751424641930e+01,3.5069423029347985e-02,1.4298931451205199e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,5.2095180678543096e-03,7.8142771017815534e-03,4.1638898283874459e-03,6.2458347425812244e-03,0.0000000000000000e+00,0,1,2.1357748999999999e-02,
105,2.0069213893919892e-02,2.1725261231718536e-02,4.1496317366114581e-02,1.7518890631291719e+00,3.1035946986466792e-02,1.7519868623131355e+01,1.7518893361110588e+00,3.4699243603909746e-02,1.7630138415651952e+01,1.7518890631291719e+00,3.1035946986466792e-02,1.7519868623131355e+01,1.7518893361110588e+00,3.4699243603909746e-02,1.7630138415651952e+01,1.8031875111326201e-02,1.9519807769350049e-02,2.0160249255355787e-02,1.9617562731029537e-02,4.9999999999999978e-01,nan,nan,3.8019436756642787e-02,-3.4768806094717941e-03,8.9848437545374327e-01,0.0000000000000000e+00,2.0069213893919892e-02,2.1725261231718536e-02,4.1496317366114581e-02,1.8031875111326201e-02,1.9519807769350049e-02,2.0160249255355787e-02,1.9617562731029537e-02,4.9999999999999978e-01,nan,nan,3.8019436756642787e-02,-3.4768806094717941e-03,8.9848437545374327e-01,0.0000000000000000e+00,1.7519868623131345e+01,3.5037781262583438e-02,1.5517973493233389e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,5.0997126848941572e-03,7.6495690273411894e-03,3.9153137590015596e-03,5.8729706385023395e-03,0.0000000000000000e+00,0,1,2.1514276999999998e-02,
106,2.5782571920539676e-02,1.9751177613298285e-02,3.7009152414193294e-02,1.7504710515669166e+00,3.4293617191725537e-02,1.7505606208551985e+01,1.7504712807240019e+00,3.8341429617526866e-02,1.7616118354583335e+01,1.7504710515669166e+00,3.4293617191725537e-02,1.7505606208551985e+01,1.7504712807240019e+00,3.8341429617526866e-02,1.7616118354583335e+01,2.3317297774503087e-02,1.7862612435475572e-02,2.6069531437697080e-02,1.7952213957654475e-02,4.9999999999999978e-01,nan,nan,3.7464269997771374e-02,4.5511758357807963e-04,9.0438214800158745e-01,0.0000000000000000e+00,2.5782571920539676e-02,1.9751177613298285e-02,3.7009152414193294e-02,2.3317297774503087e-02,1.7862612435475572e-02,2.6069531437697080e-02,1.7952213957654475e-02,4.9999999999999978e-01,nan,nan,3.7464269997771374e-02,4.5511758357807963e-04,9.0438214800158745e-01,0.0000000000000000e+00,1.7505606208551995e+01,3.5009421031338334e-02,1.7146808595862761e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,4.9818897909136408e-03,7.4728346863704199e-03,3.5859939414043529e-03,5.3789909121064738e-03,0.0000000000000000e+00,0,1,2.1732609999999999e-02,
107,3.0761265951889914e-02,1.7418216905440556e-02,3.1880117849303995e-02,1.7492456609283549e+00,3.8282664577658526e-02,1.7493251844377479e+01,1.7492458416916508e+00,4.2801320177733866e-02,1.7603979992915697e+01,1.7492456609283549e+00,3.8282664577658526e-02,1.7493251844377479e+01,1.7492458416916508e+00,4.2801320177733866e-02,1.7603979992915697e+01,2.7980395998957186e-02,1.5843580929737852e-02,3.1283033745515776e-02,1.5923211111316702e-02,4.9999999999999961e-01,nan,nan,3.6983778721616963e-02,5.1036608723129678e-03,9.0959832546287400e-01,0.0000000000000000e+00,3.0761265951889914e-02,1.7418216905440556e-02,3.1880117849303995e-02,2.7980395998957186e-02,1.5843580929737852e-02,3.1283033745515776e-02,1.5923211111316702e-02,4.9999999999999961e-01,nan,nan,3.6983778721616963e-02,5.1036608723129678e-03,9.0959832546287400e-01,0.0000000000000000e+00,1.7493251844377472e+01,3.4984913218567101e-02,1.9141332288829249e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,4.8615123249733626e-03,7.2922684874600421e-03,3.1845923231204054e-03,4.7768884846806081e-03,0.0000000000000000e+00,0,1,2.1900493000000000e-02,
108,3.4933137438963605e-02,1.4785791157651008e-02,2.6231913445021036e-02,1.7482366974570738e+00,4.2900130759076963e-02,1.7483046180705028e+01,1.7482368293960029e+00,4.7963804310462869e-02,1.7593959579199900e+01,1.7482366974570738e+00,4.2900130759076963e-02,1.7483046180705028e+01,1.7482368293960029e+00,4.7963804310462869e-02,1.7593959579199900e+01,3.1929963675945028e-02,1.3514668569600784e-02,3.5698784649256098e-02,1.3582766670953941e-02,5.0000000000005163e-01,nan,nan,3.6583508692908911e-02,1.0351595247887875e-02,9.1403080332346820e-01,0.0000000000000000e+00,3.4933137438963605e-02,1.4785791157651008e-02,2.6231913445021036e-02,3.1929963675945028e-02,1.3514668569600784e-02,3.5698784649256098e-02,1.3582766670953941e-02,5.0000000000005163e-01,nan,nan,3.6583508692908911e-02,1.0351595247887875e-02,9.1403080332346820e-01,0.0000000000000000e+00,1.7483046180705028e+01,3.4964733949141479e-02,2.1450065379540695e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,4.7444404781550381e-03,7.1166607172325532e-03,2.9208753392969550e-03,4.3813130089454325e-03,0.0000000000000000e+00,0,1,2.2117708000000000e-02,
